duration,month,hour,day_of_week,user_type
15.43333333,3,23,Thursday,Subscriber
3.3,3,22,Thursday,Subscriber
2.066666667,3,22,Thursday,Subscriber
19.68333333,3,22,Thursday,Subscriber
10.93333333,3,22,Thursday,Subscriber
19,3,21,Thursday,Subscriber
6.966666667,3,21,Thursday,Subscriber
17.03333333,3,20,Thursday,Subscriber
6.116666667,3,20,Thursday,Subscriber
6.316666667,3,20,Thursday,Subscriber
11.3,3,20,Thursday,Subscriber
8.3,3,20,Thursday,Subscriber
8.283333333,3,19,Thursday,Subscriber
36.03333333,3,19,Thursday,Subscriber
5.833333333,3,19,Thursday,Subscriber
5.35,3,19,Thursday,Subscriber
6.416666667,3,19,Thursday,Subscriber
12.13333333,3,19,Thursday,Subscriber
2.533333333,3,19,Thursday,Subscriber
8.7,3,19,Thursday,Subscriber
6.933333333,3,19,Thursday,Subscriber
13.71666667,3,18,Thursday,Subscriber
20.06666667,3,18,Thursday,Subscriber
21.81666667,3,18,Thursday,Customer
14.28333333,3,18,Thursday,Subscriber
6.266666667,3,18,Thursday,Subscriber
10.3,3,18,Thursday,Subscriber
4.733333333,3,18,Thursday,Subscriber
9.116666667,3,18,Thursday,Subscriber
4.266666667,3,17,Thursday,Subscriber
7.8,3,17,Thursday,Subscriber
9.716666667,3,17,Thursday,Subscriber
2.466666667,3,17,Thursday,Subscriber
14.56666667,3,17,Thursday,Subscriber
4.75,3,17,Thursday,Subscriber
9.35,3,17,Thursday,Subscriber
4.533333333,3,17,Thursday,Subscriber
5.25,3,17,Thursday,Subscriber
14.43333333,3,17,Thursday,Subscriber
22.31666667,3,17,Thursday,Customer
20.91666667,3,17,Thursday,Subscriber
9.733333333,3,17,Thursday,Subscriber
6.183333333,3,17,Thursday,Subscriber
10.33333333,3,17,Thursday,Subscriber
29.8,3,17,Thursday,Subscriber
2.483333333,3,17,Thursday,Subscriber
12.18333333,3,17,Thursday,Subscriber
10.38333333,3,17,Thursday,Subscriber
14.21666667,3,17,Thursday,Subscriber
5.866666667,3,17,Thursday,Subscriber
12.75,3,17,Thursday,Subscriber
10.7,3,17,Thursday,Subscriber
6.583333333,3,17,Thursday,Subscriber
14.01666667,3,17,Thursday,Subscriber
5.65,3,16,Thursday,Subscriber
8.116666667,3,16,Thursday,Subscriber
19.05,3,16,Thursday,Subscriber
12.28333333,3,16,Thursday,Subscriber
8.483333333,3,16,Thursday,Subscriber
10.01666667,3,16,Thursday,Subscriber
4.383333333,3,16,Thursday,Subscriber
9.033333333,3,16,Thursday,Subscriber
18.03333333,3,16,Thursday,Subscriber
26.36666667,3,16,Thursday,Customer
3.433333333,3,16,Thursday,Subscriber
12.33333333,3,16,Thursday,Customer
16.61666667,3,16,Thursday,Subscriber
2.85,3,16,Thursday,Subscriber
37.75,3,16,Thursday,Subscriber
25.7,3,15,Thursday,Customer
11.45,3,15,Thursday,Subscriber
11.36666667,3,15,Thursday,Subscriber
8.783333333,3,15,Thursday,Subscriber
30.5,3,15,Thursday,Subscriber
29.58333333,3,15,Thursday,Customer
23.66666667,3,15,Thursday,Subscriber
3.866666667,3,15,Thursday,Subscriber
3.1,3,15,Thursday,Subscriber
10.66666667,3,14,Thursday,Customer
16.58333333,3,14,Thursday,Subscriber
24.8,3,14,Thursday,Customer
10.05,3,14,Thursday,Subscriber
5.9,3,14,Thursday,Customer
25.73333333,3,14,Thursday,Subscriber
3.5,3,14,Thursday,Subscriber
189.9333333,3,14,Thursday,Subscriber
6,3,13,Thursday,Subscriber
1.1,3,13,Thursday,Subscriber
26.16666667,3,13,Thursday,Customer
91.3,3,12,Thursday,Customer
5.25,3,12,Thursday,Subscriber
7.833333333,3,12,Thursday,Subscriber
4.35,3,11,Thursday,Subscriber
8.8,3,11,Thursday,Subscriber
10.7,3,11,Thursday,Subscriber
9.483333333,3,11,Thursday,Subscriber
14.4,3,11,Thursday,Subscriber
42.6,3,11,Thursday,Customer
5.433333333,3,11,Thursday,Subscriber
16.51666667,3,10,Thursday,Subscriber
4.65,3,10,Thursday,Subscriber
2.816666667,3,9,Thursday,Subscriber
7.516666667,3,9,Thursday,Subscriber
10.55,3,9,Thursday,Subscriber
21.7,3,9,Thursday,Subscriber
12.06666667,3,8,Thursday,Subscriber
13.25,3,8,Thursday,Subscriber
18,3,8,Thursday,Subscriber
7.033333333,3,8,Thursday,Subscriber
20.91666667,3,8,Thursday,Customer
9.333333333,3,8,Thursday,Subscriber
3.366666667,3,7,Thursday,Subscriber
7.483333333,3,7,Thursday,Subscriber
6.883333333,3,7,Thursday,Subscriber
2.45,3,7,Thursday,Subscriber
3.45,3,7,Thursday,Subscriber
7.533333333,3,6,Thursday,Subscriber
11.83333333,3,6,Thursday,Subscriber
6.983333333,3,6,Thursday,Subscriber
7.516666667,3,6,Thursday,Subscriber
6.783333333,3,4,Thursday,Subscriber
9.833333333,3,0,Thursday,Subscriber
17.9,3,23,Wednesday,Subscriber
17.21666667,3,21,Wednesday,Subscriber
12.33333333,3,21,Wednesday,Subscriber
11.45,3,19,Wednesday,Subscriber
3.333333333,3,19,Wednesday,Subscriber
10.36666667,3,19,Wednesday,Subscriber
14.05,3,19,Wednesday,Subscriber
10.38333333,3,19,Wednesday,Subscriber
6.5,3,19,Wednesday,Subscriber
24.75,3,19,Wednesday,Subscriber
6.833333333,3,18,Wednesday,Subscriber
10.63333333,3,18,Wednesday,Subscriber
5.5,3,18,Wednesday,Subscriber
2.333333333,3,18,Wednesday,Subscriber
6.016666667,3,18,Wednesday,Subscriber
16.05,3,18,Wednesday,Subscriber
9.9,3,17,Wednesday,Subscriber
18.9,3,17,Wednesday,Subscriber
10.33333333,3,17,Wednesday,Subscriber
2.45,3,17,Wednesday,Subscriber
22.13333333,3,17,Wednesday,Subscriber
5.75,3,17,Wednesday,Customer
5.783333333,3,17,Wednesday,Subscriber
7.65,3,17,Wednesday,Subscriber
20.86666667,3,17,Wednesday,Subscriber
12.38333333,3,17,Wednesday,Subscriber
3.583333333,3,17,Wednesday,Subscriber
3.35,3,17,Wednesday,Subscriber
5.45,3,17,Wednesday,Subscriber
11.28333333,3,17,Wednesday,Subscriber
9.733333333,3,17,Wednesday,Subscriber
16.25,3,16,Wednesday,Subscriber
9.583333333,3,16,Wednesday,Subscriber
3,3,16,Wednesday,Subscriber
9.083333333,3,16,Wednesday,Subscriber
4.883333333,3,16,Wednesday,Subscriber
10.33333333,3,16,Wednesday,Subscriber
6.366666667,3,16,Wednesday,Subscriber
35.78333333,3,16,Wednesday,Customer
2.6,3,16,Wednesday,Subscriber
11.25,3,15,Wednesday,Subscriber
11.53333333,3,15,Wednesday,Subscriber
27.65,3,15,Wednesday,Customer
10.28333333,3,15,Wednesday,Subscriber
4.7,3,15,Wednesday,Subscriber
12.01666667,3,15,Wednesday,Subscriber
10.53333333,3,15,Wednesday,Subscriber
10.78333333,3,15,Wednesday,Subscriber
40.58333333,3,15,Wednesday,Customer
14.41666667,3,15,Wednesday,Subscriber
12.95,3,15,Wednesday,Subscriber
8,3,15,Wednesday,Customer
10.91666667,3,15,Wednesday,Subscriber
16.36666667,3,15,Wednesday,Customer
18.35,3,15,Wednesday,Subscriber
9.966666667,3,14,Wednesday,Subscriber
5.983333333,3,14,Wednesday,Subscriber
5.633333333,3,14,Wednesday,Subscriber
3.316666667,3,14,Wednesday,Subscriber
14.95,3,14,Wednesday,Subscriber
19.15,3,14,Wednesday,Subscriber
5.6,3,13,Wednesday,Subscriber
50.6,3,13,Wednesday,Customer
10.65,3,13,Wednesday,Subscriber
5.283333333,3,13,Wednesday,Subscriber
20.53333333,3,13,Wednesday,Subscriber
12.18333333,3,13,Wednesday,Subscriber
4.816666667,3,13,Wednesday,Subscriber
15.31666667,3,13,Wednesday,Subscriber
7.266666667,3,13,Wednesday,Subscriber
5.683333333,3,13,Wednesday,Subscriber
13.23333333,3,13,Wednesday,Subscriber
10.56666667,3,13,Wednesday,Subscriber
4.516666667,3,13,Wednesday,Customer
7.566666667,3,12,Wednesday,Customer
16.88333333,3,12,Wednesday,Customer
22.91666667,3,12,Wednesday,Subscriber
3.416666667,3,12,Wednesday,Subscriber
21.66666667,3,12,Wednesday,Subscriber
3.45,3,12,Wednesday,Subscriber
6.6,3,12,Wednesday,Subscriber
6.6,3,12,Wednesday,Subscriber
19.4,3,12,Wednesday,Subscriber
4.216666667,3,11,Wednesday,Subscriber
28.38333333,3,11,Wednesday,Subscriber
22.56666667,3,11,Wednesday,Customer
38.23333333,3,10,Wednesday,Customer
3.65,3,10,Wednesday,Subscriber
1.5,3,9,Wednesday,Subscriber
7.316666667,3,9,Wednesday,Subscriber
2.566666667,3,9,Wednesday,Subscriber
9.033333333,3,9,Wednesday,Subscriber
18.58333333,3,9,Wednesday,Subscriber
12.66666667,3,9,Wednesday,Subscriber
5.333333333,3,9,Wednesday,Subscriber
5.033333333,3,9,Wednesday,Subscriber
11.55,3,8,Wednesday,Subscriber
8.666666667,3,8,Wednesday,Subscriber
5.6,3,8,Wednesday,Subscriber
11.7,3,8,Wednesday,Subscriber
5.3,3,8,Wednesday,Subscriber
13.63333333,3,8,Wednesday,Subscriber
3.383333333,3,8,Wednesday,Subscriber
7.516666667,3,8,Wednesday,Subscriber
7.4,3,8,Wednesday,Subscriber
9.7,3,8,Wednesday,Subscriber
2.383333333,3,8,Wednesday,Subscriber
5.25,3,8,Wednesday,Subscriber
4.383333333,3,8,Wednesday,Subscriber
4.166666667,3,8,Wednesday,Subscriber
10.2,3,8,Wednesday,Subscriber
10.31666667,3,8,Wednesday,Subscriber
9.15,3,8,Wednesday,Subscriber
10.41666667,3,8,Wednesday,Subscriber
33.6,3,8,Wednesday,Customer
25.86666667,3,8,Wednesday,Subscriber
4.633333333,3,8,Wednesday,Subscriber
7.816666667,3,8,Wednesday,Subscriber
2,3,8,Wednesday,Subscriber
4.583333333,3,7,Wednesday,Subscriber
6.866666667,3,7,Wednesday,Subscriber
5.016666667,3,7,Wednesday,Subscriber
5.883333333,3,7,Wednesday,Subscriber
13.45,3,7,Wednesday,Subscriber
2.2,3,7,Wednesday,Subscriber
3.533333333,3,7,Wednesday,Subscriber
9.15,3,7,Wednesday,Subscriber
16.5,3,7,Wednesday,Subscriber
2.416666667,3,7,Wednesday,Subscriber
16.83333333,3,7,Wednesday,Subscriber
5.733333333,3,7,Wednesday,Subscriber
6.566666667,3,7,Wednesday,Subscriber
2.466666667,3,7,Wednesday,Subscriber
11.7,3,7,Wednesday,Subscriber
17.93333333,3,7,Wednesday,Subscriber
8.5,3,7,Wednesday,Subscriber
8.566666667,3,7,Wednesday,Subscriber
9.016666667,3,7,Wednesday,Subscriber
9.933333333,3,7,Wednesday,Subscriber
4.366666667,3,6,Wednesday,Subscriber
6.966666667,3,6,Wednesday,Subscriber
9.783333333,3,6,Wednesday,Subscriber
24.21666667,3,6,Wednesday,Subscriber
4.6,3,6,Wednesday,Subscriber
6.35,3,6,Wednesday,Subscriber
17.13333333,3,6,Wednesday,Subscriber
4.45,3,6,Wednesday,Subscriber
15.06666667,3,6,Wednesday,Subscriber
6.733333333,3,6,Wednesday,Subscriber
21.36666667,3,6,Wednesday,Subscriber
9.533333333,3,5,Wednesday,Subscriber
9.2,3,4,Wednesday,Subscriber
14.83333333,3,0,Wednesday,Subscriber
3.416666667,3,22,Tuesday,Subscriber
10.08333333,3,22,Tuesday,Subscriber
8.383333333,3,22,Tuesday,Subscriber
2.6,3,22,Tuesday,Subscriber
4.066666667,3,21,Tuesday,Subscriber
2.733333333,3,21,Tuesday,Subscriber
3.866666667,3,21,Tuesday,Subscriber
3.1,3,20,Tuesday,Subscriber
13.78333333,3,20,Tuesday,Subscriber
23.58333333,3,20,Tuesday,Subscriber
5.666666667,3,20,Tuesday,Subscriber
16.18333333,3,20,Tuesday,Subscriber
12.23333333,3,20,Tuesday,Subscriber
12.63333333,3,20,Tuesday,Subscriber
4.583333333,3,19,Tuesday,Subscriber
6.633333333,3,19,Tuesday,Subscriber
32.66666667,3,19,Tuesday,Customer
10.2,3,19,Tuesday,Subscriber
5.2,3,19,Tuesday,Subscriber
11.46666667,3,19,Tuesday,Subscriber
9.866666667,3,19,Tuesday,Subscriber
23.83333333,3,19,Tuesday,Subscriber
26.06666667,3,19,Tuesday,Subscriber
6.95,3,19,Tuesday,Subscriber
13.75,3,19,Tuesday,Subscriber
6.6,3,18,Tuesday,Subscriber
8.033333333,3,18,Tuesday,Subscriber
4.6,3,18,Tuesday,Subscriber
12.26666667,3,18,Tuesday,Subscriber
14.23333333,3,18,Tuesday,Subscriber
10.75,3,18,Tuesday,Subscriber
14.61666667,3,18,Tuesday,Subscriber
2.066666667,3,18,Tuesday,Subscriber
52.75,3,18,Tuesday,Customer
1.016666667,3,18,Tuesday,Subscriber
6.733333333,3,18,Tuesday,Subscriber
6.433333333,3,18,Tuesday,Subscriber
14.6,3,18,Tuesday,Subscriber
10.71666667,3,18,Tuesday,Subscriber
12.31666667,3,17,Tuesday,Subscriber
16.76666667,3,17,Tuesday,Subscriber
17.28333333,3,17,Tuesday,Customer
44.71666667,3,17,Tuesday,Customer
6.483333333,3,17,Tuesday,Subscriber
12.13333333,3,17,Tuesday,Subscriber
8.916666667,3,17,Tuesday,Subscriber
17.46666667,3,17,Tuesday,Subscriber
5.183333333,3,17,Tuesday,Subscriber
23.25,3,17,Tuesday,Subscriber
7.983333333,3,17,Tuesday,Subscriber
6.233333333,3,17,Tuesday,Subscriber
6.133333333,3,17,Tuesday,Subscriber
7.616666667,3,17,Tuesday,Subscriber
9.483333333,3,17,Tuesday,Subscriber
11.33333333,3,17,Tuesday,Subscriber
9.583333333,3,17,Tuesday,Subscriber
20.4,3,17,Tuesday,Subscriber
22.43333333,3,17,Tuesday,Customer
14.98333333,3,17,Tuesday,Subscriber
2.033333333,3,16,Tuesday,Subscriber
5.016666667,3,16,Tuesday,Subscriber
14.76666667,3,16,Tuesday,Subscriber
11,3,16,Tuesday,Subscriber
22.95,3,16,Tuesday,Subscriber
8.233333333,3,16,Tuesday,Subscriber
4.566666667,3,16,Tuesday,Subscriber
7.866666667,3,16,Tuesday,Subscriber
10,3,16,Tuesday,Subscriber
5.4,3,16,Tuesday,Subscriber
16,3,16,Tuesday,Customer
7.616666667,3,16,Tuesday,Subscriber
8.833333333,3,16,Tuesday,Subscriber
5.7,3,16,Tuesday,Subscriber
12.71666667,3,16,Tuesday,Subscriber
18.05,3,15,Tuesday,Customer
19.33333333,3,15,Tuesday,Subscriber
26.13333333,3,15,Tuesday,Subscriber
9.15,3,15,Tuesday,Subscriber
4.833333333,3,15,Tuesday,Subscriber
27.61666667,3,15,Tuesday,Customer
23.98333333,3,15,Tuesday,Subscriber
10.31666667,3,15,Tuesday,Subscriber
14.8,3,15,Tuesday,Subscriber
5.966666667,3,15,Tuesday,Subscriber
7.116666667,3,15,Tuesday,Subscriber
2.75,3,14,Tuesday,Subscriber
10.8,3,14,Tuesday,Subscriber
7.433333333,3,14,Tuesday,Customer
11.48333333,3,14,Tuesday,Subscriber
26.36666667,3,14,Tuesday,Subscriber
4.783333333,3,14,Tuesday,Customer
6.4,3,14,Tuesday,Subscriber
18.4,3,14,Tuesday,Customer
7.866666667,3,14,Tuesday,Customer
2.8,3,13,Tuesday,Subscriber
1.4,3,13,Tuesday,Customer
3.816666667,3,13,Tuesday,Subscriber
24.88333333,3,13,Tuesday,Subscriber
16.55,3,13,Tuesday,Customer
11.1,3,12,Tuesday,Subscriber
16.46666667,3,12,Tuesday,Subscriber
5.416666667,3,12,Tuesday,Subscriber
2.766666667,3,12,Tuesday,Subscriber
3.666666667,3,12,Tuesday,Subscriber
32.2,3,12,Tuesday,Customer
14.41666667,3,12,Tuesday,Subscriber
9.65,3,12,Tuesday,Subscriber
4.5,3,11,Tuesday,Subscriber
2.816666667,3,11,Tuesday,Subscriber
11.48333333,3,11,Tuesday,Subscriber
18.85,3,11,Tuesday,Customer
15.75,3,11,Tuesday,Subscriber
11.63333333,3,11,Tuesday,Subscriber
15.8,3,11,Tuesday,Customer
27.55,3,10,Tuesday,Subscriber
7.833333333,3,10,Tuesday,Subscriber
14.33333333,3,10,Tuesday,Subscriber
9,3,10,Tuesday,Customer
24.38333333,3,9,Tuesday,Customer
9.933333333,3,9,Tuesday,Subscriber
4.083333333,3,9,Tuesday,Subscriber
4.95,3,8,Tuesday,Subscriber
10.38333333,3,8,Tuesday,Subscriber
10.23333333,3,8,Tuesday,Subscriber
10.3,3,8,Tuesday,Subscriber
9.833333333,3,8,Tuesday,Subscriber
18.25,3,8,Tuesday,Subscriber
9.383333333,3,8,Tuesday,Subscriber
5.833333333,3,8,Tuesday,Subscriber
21.15,3,8,Tuesday,Subscriber
10.18333333,3,8,Tuesday,Subscriber
13.76666667,3,8,Tuesday,Subscriber
7.566666667,3,8,Tuesday,Subscriber
15.66666667,3,8,Tuesday,Subscriber
5.7,3,8,Tuesday,Subscriber
3.45,3,8,Tuesday,Subscriber
24.73333333,3,8,Tuesday,Subscriber
16.41666667,3,8,Tuesday,Subscriber
9.683333333,3,7,Tuesday,Subscriber
7.483333333,3,7,Tuesday,Subscriber
12.83333333,3,7,Tuesday,Subscriber
15.85,3,7,Tuesday,Subscriber
9.4,3,7,Tuesday,Subscriber
4.583333333,3,7,Tuesday,Subscriber
3.116666667,3,7,Tuesday,Subscriber
4.983333333,3,7,Tuesday,Subscriber
4.483333333,3,7,Tuesday,Subscriber
10.28333333,3,6,Tuesday,Subscriber
2.383333333,3,6,Tuesday,Subscriber
6.116666667,3,6,Tuesday,Subscriber
10.58333333,3,6,Tuesday,Subscriber
19.15,3,6,Tuesday,Subscriber
17.15,3,6,Tuesday,Subscriber
30.1,3,6,Tuesday,Subscriber
19.46666667,3,6,Tuesday,Subscriber
11.93333333,3,6,Tuesday,Subscriber
5.666666667,3,23,Monday,Subscriber
3.933333333,3,22,Monday,Subscriber
12.88333333,3,21,Monday,Subscriber
1.766666667,3,21,Monday,Subscriber
18.83333333,3,20,Monday,Subscriber
8.25,3,20,Monday,Subscriber
4.133333333,3,20,Monday,Subscriber
16.73333333,3,19,Monday,Subscriber
4.016666667,3,19,Monday,Subscriber
7.533333333,3,19,Monday,Subscriber
4.75,3,19,Monday,Subscriber
2.766666667,3,19,Monday,Subscriber
2.866666667,3,19,Monday,Subscriber
14,3,19,Monday,Customer
7.683333333,3,19,Monday,Subscriber
19.2,3,18,Monday,Subscriber
5.9,3,18,Monday,Subscriber
5.9,3,18,Monday,Subscriber
20.75,3,18,Monday,Subscriber
8.716666667,3,18,Monday,Subscriber
3.233333333,3,18,Monday,Subscriber
12.58333333,3,18,Monday,Subscriber
8.633333333,3,18,Monday,Subscriber
9.016666667,3,18,Monday,Subscriber
7.8,3,17,Monday,Subscriber
3.2,3,17,Monday,Subscriber
7.316666667,3,17,Monday,Subscriber
7.333333333,3,17,Monday,Subscriber
8.166666667,3,17,Monday,Subscriber
19,3,17,Monday,Subscriber
8.583333333,3,17,Monday,Subscriber
4.633333333,3,17,Monday,Subscriber
8.95,3,17,Monday,Subscriber
13.65,3,17,Monday,Subscriber
16.16666667,3,17,Monday,Subscriber
3.633333333,3,17,Monday,Subscriber
18.06666667,3,17,Monday,Subscriber
19.5,3,17,Monday,Subscriber
10.06666667,3,17,Monday,Subscriber
9.1,3,17,Monday,Subscriber
18,3,17,Monday,Subscriber
18.33333333,3,17,Monday,Customer
4.416666667,3,17,Monday,Subscriber
42.5,3,17,Monday,Customer
15.7,3,17,Monday,Subscriber
25.95,3,17,Monday,Subscriber
1.733333333,3,17,Monday,Subscriber
12.56666667,3,17,Monday,Subscriber
6.733333333,3,17,Monday,Subscriber
14.1,3,16,Monday,Customer
23.73333333,3,16,Monday,Subscriber
7.316666667,3,16,Monday,Subscriber
6.933333333,3,16,Monday,Subscriber
12.58333333,3,16,Monday,Subscriber
9.566666667,3,16,Monday,Subscriber
5.55,3,16,Monday,Subscriber
11.83333333,3,16,Monday,Subscriber
32.68333333,3,16,Monday,Subscriber
27.63333333,3,15,Monday,Subscriber
9.65,3,15,Monday,Subscriber
5.666666667,3,15,Monday,Subscriber
2.016666667,3,15,Monday,Subscriber
13.96666667,3,14,Monday,Subscriber
11.28333333,3,14,Monday,Subscriber
23.66666667,3,14,Monday,Subscriber
2.666666667,3,14,Monday,Subscriber
5.15,3,14,Monday,Subscriber
4.75,3,14,Monday,Subscriber
8.116666667,3,13,Monday,Subscriber
9.583333333,3,13,Monday,Subscriber
6.466666667,3,13,Monday,Subscriber
5.55,3,13,Monday,Subscriber
2.7,3,13,Monday,Subscriber
10.93333333,3,13,Monday,Subscriber
22.28333333,3,13,Monday,Subscriber
13.71666667,3,12,Monday,Subscriber
8.733333333,3,12,Monday,Subscriber
3.033333333,3,12,Monday,Subscriber
9.833333333,3,12,Monday,Subscriber
3.666666667,3,11,Monday,Subscriber
6.566666667,3,11,Monday,Subscriber
8.266666667,3,11,Monday,Subscriber
6.5,3,11,Monday,Subscriber
26.96666667,3,10,Monday,Subscriber
8.166666667,3,10,Monday,Subscriber
16.1,3,10,Monday,Customer
7.283333333,3,10,Monday,Subscriber
2.783333333,3,10,Monday,Subscriber
8.966666667,3,9,Monday,Subscriber
7.7,3,9,Monday,Subscriber
4.283333333,3,9,Monday,Subscriber
12.75,3,9,Monday,Subscriber
15.2,3,9,Monday,Subscriber
18.26666667,3,9,Monday,Subscriber
7.883333333,3,9,Monday,Subscriber
4.666666667,3,9,Monday,Subscriber
15.93333333,3,8,Monday,Subscriber
17.96666667,3,8,Monday,Subscriber
17.65,3,8,Monday,Subscriber
20,3,8,Monday,Subscriber
4.2,3,8,Monday,Subscriber
7.283333333,3,8,Monday,Subscriber
7.733333333,3,8,Monday,Subscriber
22.25,3,8,Monday,Subscriber
10.68333333,3,8,Monday,Subscriber
4.466666667,3,7,Monday,Subscriber
4.1,3,7,Monday,Subscriber
9.916666667,3,7,Monday,Subscriber
16.36666667,3,7,Monday,Subscriber
22.28333333,3,7,Monday,Subscriber
11.78333333,3,7,Monday,Subscriber
11.13333333,3,7,Monday,Subscriber
16.81666667,3,7,Monday,Subscriber
9.516666667,3,7,Monday,Subscriber
18.96666667,3,7,Monday,Subscriber
13.23333333,3,7,Monday,Subscriber
15.53333333,3,7,Monday,Subscriber
4.1,3,6,Monday,Subscriber
2.083333333,3,6,Monday,Subscriber
15.05,3,6,Monday,Subscriber
6.9,3,6,Monday,Subscriber
4.933333333,3,6,Monday,Subscriber
5.25,3,6,Monday,Subscriber
8.266666667,3,6,Monday,Subscriber
9.416666667,3,5,Monday,Subscriber
26.8,3,5,Monday,Subscriber
14.9,3,2,Monday,Subscriber
5.3,3,21,Sunday,Subscriber
75.66666667,3,19,Sunday,Customer
78.43333333,3,19,Sunday,Customer
3.916666667,3,18,Sunday,Subscriber
4.416666667,3,18,Sunday,Subscriber
14.58333333,3,18,Sunday,Subscriber
3.4,3,17,Sunday,Subscriber
4.95,3,16,Sunday,Subscriber
5.366666667,3,16,Sunday,Customer
16.31666667,3,16,Sunday,Customer
20.65,3,16,Sunday,Subscriber
8.116666667,3,16,Sunday,Subscriber
13.56666667,3,16,Sunday,Subscriber
23.31666667,3,16,Sunday,Subscriber
7.533333333,3,16,Sunday,Subscriber
47.63333333,3,16,Sunday,Customer
9.783333333,3,16,Sunday,Customer
13.78333333,3,16,Sunday,Customer
15.75,3,15,Sunday,Customer
30.53333333,3,15,Sunday,Customer
13.26666667,3,15,Sunday,Subscriber
12.48333333,3,15,Sunday,Customer
28.13333333,3,15,Sunday,Customer
3.783333333,3,15,Sunday,Subscriber
9.716666667,3,15,Sunday,Subscriber
13.66666667,3,15,Sunday,Customer
8.05,3,15,Sunday,Subscriber
15.55,3,15,Sunday,Customer
13.81666667,3,15,Sunday,Customer
28.86666667,3,15,Sunday,Subscriber
23.31666667,3,15,Sunday,Subscriber
29.15,3,15,Sunday,Subscriber
8.45,3,15,Sunday,Subscriber
18.63333333,3,14,Sunday,Subscriber
13.11666667,3,14,Sunday,Subscriber
19.9,3,14,Sunday,Subscriber
12.78333333,3,14,Sunday,Subscriber
60.05,3,14,Sunday,Customer
21.13333333,3,14,Sunday,Customer
9.033333333,3,14,Sunday,Subscriber
12.26666667,3,14,Sunday,Customer
2.233333333,3,14,Sunday,Subscriber
62.73333333,3,14,Sunday,Customer
15.61666667,3,14,Sunday,Customer
16.68333333,3,14,Sunday,Customer
10.58333333,3,13,Sunday,Subscriber
16.5,3,13,Sunday,Subscriber
9.05,3,13,Sunday,Customer
9.2,3,13,Sunday,Subscriber
19.66666667,3,13,Sunday,Customer
14.23333333,3,13,Sunday,Customer
11.26666667,3,13,Sunday,Subscriber
6.15,3,13,Sunday,Subscriber
16.71666667,3,13,Sunday,Subscriber
31.23333333,3,13,Sunday,Customer
19.65,3,13,Sunday,Customer
31.88333333,3,12,Sunday,Customer
4.233333333,3,12,Sunday,Subscriber
17,3,12,Sunday,Subscriber
6.45,3,12,Sunday,Subscriber
73.51666667,3,12,Sunday,Customer
14.23333333,3,12,Sunday,Customer
21.95,3,12,Sunday,Customer
2.966666667,3,12,Sunday,Customer
36.91666667,3,12,Sunday,Customer
50.53333333,3,12,Sunday,Subscriber
51.88333333,3,12,Sunday,Customer
11.16666667,3,11,Sunday,Customer
15.06666667,3,11,Sunday,Subscriber
2.5,3,11,Sunday,Subscriber
15.21666667,3,11,Sunday,Subscriber
2.583333333,3,11,Sunday,Subscriber
26.06666667,3,11,Sunday,Customer
11.38333333,3,11,Sunday,Subscriber
13.3,3,11,Sunday,Subscriber
24.35,3,10,Sunday,Subscriber
32.93333333,3,10,Sunday,Customer
21.7,3,10,Sunday,Customer
6.866666667,3,10,Sunday,Subscriber
17.81666667,3,10,Sunday,Customer
8.5,3,10,Sunday,Subscriber
8.25,3,10,Sunday,Subscriber
17.53333333,3,10,Sunday,Subscriber
21.8,3,10,Sunday,Customer
20.83333333,3,9,Sunday,Subscriber
18.35,3,9,Sunday,Customer
22.96666667,3,9,Sunday,Customer
5.966666667,3,9,Sunday,Subscriber
57.3,3,9,Sunday,Customer
24.05,3,9,Sunday,Customer
7.483333333,3,8,Sunday,Subscriber
100.2166667,3,8,Sunday,Subscriber
18.08333333,3,6,Sunday,Subscriber
15.83333333,3,3,Sunday,Subscriber
12,3,2,Sunday,Subscriber
36.48333333,3,1,Sunday,Customer
18.78333333,3,1,Sunday,Subscriber
20.1,3,0,Sunday,Customer
7.1,3,23,Saturday,Subscriber
4.216666667,3,23,Saturday,Subscriber
14.88333333,3,23,Saturday,Subscriber
4.383333333,3,22,Saturday,Subscriber
9.733333333,3,22,Saturday,Subscriber
15.53333333,3,21,Saturday,Subscriber
9.75,3,20,Saturday,Subscriber
13.06666667,3,19,Saturday,Subscriber
8.9,3,19,Saturday,Subscriber
1.716666667,3,19,Saturday,Subscriber
3.566666667,3,19,Saturday,Subscriber
3.333333333,3,19,Saturday,Subscriber
9.433333333,3,19,Saturday,Subscriber
33.61666667,3,18,Saturday,Subscriber
14.21666667,3,18,Saturday,Customer
8.633333333,3,18,Saturday,Customer
14.01666667,3,18,Saturday,Subscriber
8.383333333,3,18,Saturday,Subscriber
23.93333333,3,18,Saturday,Customer
1.816666667,3,18,Saturday,Subscriber
25.98333333,3,18,Saturday,Subscriber
27.75,3,18,Saturday,Customer
11.05,3,17,Saturday,Customer
7.5,3,17,Saturday,Subscriber
41.38333333,3,17,Saturday,Customer
63.25,3,17,Saturday,Subscriber
22.38333333,3,17,Saturday,Customer
32.01666667,3,17,Saturday,Customer
17.61666667,3,17,Saturday,Subscriber
20.55,3,17,Saturday,Customer
23.43333333,3,17,Saturday,Customer
17.85,3,17,Saturday,Customer
17.6,3,17,Saturday,Subscriber
100.1166667,3,17,Saturday,Customer
